onset1	nucleus1	onset2	nucleus2	coda	shape	jamo	hangul	romanized
mkʰ	o	m	a	t̚	NCVCVC	ᄆㅋㅗᄆㅏᆮ		
mkʰ	o	m	a	k̚	NCVCVC	ᄆㅋㅗᄆㅏᆨ		
mkʰ	o	n	a	m	NCVCVC	ᄆㅋㅗᄂㅏᆷ		
mkʰ	o	n	a	ŋ	NCVCVC	ᄆㅋㅗᄂㅏᆼ		
mkʰ	o	n	a	p̚	NCVCVC	ᄆㅋㅗᄂㅏᆸ		
mkʰ	o	n	a	t̚	NCVCVC	ᄆㅋㅗᄂㅏᆮ		
mkʰ	o	n	a	k̚	NCVCVC	ᄆㅋㅗᄂㅏᆨ		
mkʰ	o	p	u	m	NCVCVC	ᄆㅋㅗㅂㅜᆷ		
mkʰ	o	p	u	n	NCVCVC	ᄆㅋㅗㅂㅜᆫ		
mkʰ	o	p	u	ŋ	NCVCVC	ᄆㅋㅗㅂㅜᆼ		
mkʰ	o	p	u	t̚	NCVCVC	ᄆㅋㅗㅂㅜᆮ		
mkʰ	o	p	u	k̚	NCVCVC	ᄆㅋㅗㅂㅜᆨ		
mkʰ	o	t	u	m	NCVCVC	ᄆㅋㅗㄷㅜᆷ		
mkʰ	o	t	u	n	NCVCVC	ᄆㅋㅗㄷㅜᆫ		
mkʰ	o	t	u	ŋ	NCVCVC	ᄆㅋㅗㄷㅜᆼ		
mkʰ	o	t	u	p̚	NCVCVC	ᄆㅋㅗㄷㅜᆸ		
mkʰ	o	t	u	k̚	NCVCVC	ᄆㅋㅗㄷㅜᆨ		
mkʰ	o	c	u	m	NCVCVC	ᄆㅋㅗㅈㅜᆷ		
mkʰ	o	c	u	n	NCVCVC	ᄆㅋㅗㅈㅜᆫ		
mkʰ	o	c	u	ŋ	NCVCVC	ᄆㅋㅗㅈㅜᆼ		
mkʰ	o	c	u	p̚	NCVCVC	ᄆㅋㅗㅈㅜᆸ		
mkʰ	o	c	u	t̚	NCVCVC	ᄆㅋㅗㅈㅜᆮ		
mkʰ	o	c	u	k̚	NCVCVC	ᄆㅋㅗㅈㅜᆨ		
mkʰ	o	k	u	m	NCVCVC	ᄆㅋㅗㄱㅜᆷ		
mkʰ	o	k	u	n	NCVCVC	ᄆㅋㅗㄱㅜᆫ		
mkʰ	o	k	u	ŋ	NCVCVC	ᄆㅋㅗㄱㅜᆼ		
mkʰ	o	k	u	p̚	NCVCVC	ᄆㅋㅗㄱㅜᆸ		
mkʰ	o	k	u	t̚	NCVCVC	ᄆㅋㅗㄱㅜᆮ		
mkʰ	o	pʰ	u	m	NCVCVC	ᄆㅋㅗㅍㅜᆷ		
mkʰ	o	pʰ	u	n	NCVCVC	ᄆㅋㅗㅍㅜᆫ		
mkʰ	o	pʰ	u	ŋ	NCVCVC	ᄆㅋㅗㅍㅜᆼ		
mkʰ	o	pʰ	u	t̚	NCVCVC	ᄆㅋㅗㅍㅜᆮ		
mkʰ	o	pʰ	u	k̚	NCVCVC	ᄆㅋㅗㅍㅜᆨ		
mkʰ	o	tʰ	u	m	NCVCVC	ᄆㅋㅗㅌㅜᆷ		
mkʰ	o	tʰ	u	n	NCVCVC	ᄆㅋㅗㅌㅜᆫ		
mkʰ	o	tʰ	u	ŋ	NCVCVC	ᄆㅋㅗㅌㅜᆼ		
mkʰ	o	tʰ	u	p̚	NCVCVC	ᄆㅋㅗㅌㅜᆸ		
mkʰ	o	tʰ	u	k̚	NCVCVC	ᄆㅋㅗㅌㅜᆨ		
mkʰ	o	cʰ	u	m	NCVCVC	ᄆㅋㅗㅊㅜᆷ		
mkʰ	o	cʰ	u	n	NCVCVC	ᄆㅋㅗㅊㅜᆫ		
mkʰ	o	cʰ	u	ŋ	NCVCVC	ᄆㅋㅗㅊㅜᆼ		
mkʰ	o	cʰ	u	p̚	NCVCVC	ᄆㅋㅗㅊㅜᆸ		
mkʰ	o	cʰ	u	t̚	NCVCVC	ᄆㅋㅗㅊㅜᆮ		
mkʰ	o	cʰ	u	k̚	NCVCVC	ᄆㅋㅗㅊㅜᆨ		
mkʰ	o	s	u	m	NCVCVC	ᄆㅋㅗᄉㅜᆷ		
mkʰ	o	s	u	n	NCVCVC	ᄆㅋㅗᄉㅜᆫ		
mkʰ	o	s	u	ŋ	NCVCVC	ᄆㅋㅗᄉㅜᆼ		
mkʰ	o	s	u	p̚	NCVCVC	ᄆㅋㅗᄉㅜᆸ		
mkʰ	o	s	u	t̚	NCVCVC	ᄆㅋㅗᄉㅜᆮ		
mkʰ	o	s	u	k̚	NCVCVC	ᄆㅋㅗᄉㅜᆨ		
mkʰ	o	m	u	n	NCVCVC	ᄆㅋㅗᄆㅜᆫ		
mkʰ	o	m	u	ŋ	NCVCVC	ᄆㅋㅗᄆㅜᆼ		
mkʰ	o	m	u	p̚	NCVCVC	ᄆㅋㅗᄆㅜᆸ		
mkʰ	o	m	u	t̚	NCVCVC	ᄆㅋㅗᄆㅜᆮ		
mkʰ	o	m	u	k̚	NCVCVC	ᄆㅋㅗᄆㅜᆨ		
mkʰ	o	n	u	m	NCVCVC	ᄆㅋㅗᄂㅜᆷ		
mkʰ	o	n	u	ŋ	NCVCVC	ᄆㅋㅗᄂㅜᆼ		
mkʰ	o	n	u	p̚	NCVCVC	ᄆㅋㅗᄂㅜᆸ		
mkʰ	o	n	u	t̚	NCVCVC	ᄆㅋㅗᄂㅜᆮ		
mkʰ	o	n	u	k̚	NCVCVC	ᄆㅋㅗᄂㅜᆨ		
mkʰ	u	p	i	m	NCVCVC	ᄆㅋㅜㅂㅣᆷ		
mkʰ	u	p	i	n	NCVCVC	ᄆㅋㅜㅂㅣᆫ		
mkʰ	u	p	i	ŋ	NCVCVC	ᄆㅋㅜㅂㅣᆼ		
mkʰ	u	p	i	t̚	NCVCVC	ᄆㅋㅜㅂㅣᆮ		
mkʰ	u	p	i	k̚	NCVCVC	ᄆㅋㅜㅂㅣᆨ		
mkʰ	u	t	i	m	NCVCVC	ᄆㅋㅜㄷㅣᆷ		
mkʰ	u	t	i	n	NCVCVC	ᄆㅋㅜㄷㅣᆫ		
mkʰ	u	t	i	ŋ	NCVCVC	ᄆㅋㅜㄷㅣᆼ		
mkʰ	u	t	i	p̚	NCVCVC	ᄆㅋㅜㄷㅣᆸ		
mkʰ	u	t	i	k̚	NCVCVC	ᄆㅋㅜㄷㅣᆨ		
mkʰ	u	c	i	m	NCVCVC	ᄆㅋㅜㅈㅣᆷ		
mkʰ	u	c	i	n	NCVCVC	ᄆㅋㅜㅈㅣᆫ		
mkʰ	u	c	i	ŋ	NCVCVC	ᄆㅋㅜㅈㅣᆼ		
mkʰ	u	c	i	p̚	NCVCVC	ᄆㅋㅜㅈㅣᆸ		
mkʰ	u	c	i	t̚	NCVCVC	ᄆㅋㅜㅈㅣᆮ		
mkʰ	u	c	i	k̚	NCVCVC	ᄆㅋㅜㅈㅣᆨ		
mkʰ	u	k	i	m	NCVCVC	ᄆㅋㅜㄱㅣᆷ		
mkʰ	u	k	i	n	NCVCVC	ᄆㅋㅜㄱㅣᆫ		
mkʰ	u	k	i	ŋ	NCVCVC	ᄆㅋㅜㄱㅣᆼ		
mkʰ	u	k	i	p̚	NCVCVC	ᄆㅋㅜㄱㅣᆸ		
mkʰ	u	k	i	t̚	NCVCVC	ᄆㅋㅜㄱㅣᆮ		
mkʰ	u	pʰ	i	m	NCVCVC	ᄆㅋㅜㅍㅣᆷ		
mkʰ	u	pʰ	i	n	NCVCVC	ᄆㅋㅜㅍㅣᆫ		
mkʰ	u	pʰ	i	ŋ	NCVCVC	ᄆㅋㅜㅍㅣᆼ		
mkʰ	u	pʰ	i	t̚	NCVCVC	ᄆㅋㅜㅍㅣᆮ		
mkʰ	u	pʰ	i	k̚	NCVCVC	ᄆㅋㅜㅍㅣᆨ		
mkʰ	u	tʰ	i	m	NCVCVC	ᄆㅋㅜㅌㅣᆷ		
mkʰ	u	tʰ	i	n	NCVCVC	ᄆㅋㅜㅌㅣᆫ		
mkʰ	u	tʰ	i	ŋ	NCVCVC	ᄆㅋㅜㅌㅣᆼ		
mkʰ	u	tʰ	i	p̚	NCVCVC	ᄆㅋㅜㅌㅣᆸ		
mkʰ	u	tʰ	i	k̚	NCVCVC	ᄆㅋㅜㅌㅣᆨ		
mkʰ	u	cʰ	i	m	NCVCVC	ᄆㅋㅜㅊㅣᆷ		
mkʰ	u	cʰ	i	n	NCVCVC	ᄆㅋㅜㅊㅣᆫ		
mkʰ	u	cʰ	i	ŋ	NCVCVC	ᄆㅋㅜㅊㅣᆼ		
mkʰ	u	cʰ	i	p̚	NCVCVC	ᄆㅋㅜㅊㅣᆸ		
mkʰ	u	cʰ	i	t̚	NCVCVC	ᄆㅋㅜㅊㅣᆮ		
mkʰ	u	cʰ	i	k̚	NCVCVC	ᄆㅋㅜㅊㅣᆨ		
mkʰ	u	s	i	m	NCVCVC	ᄆㅋㅜᄉㅣᆷ		
mkʰ	u	s	i	n	NCVCVC	ᄆㅋㅜᄉㅣᆫ		
mkʰ	u	s	i	ŋ	NCVCVC	ᄆㅋㅜᄉㅣᆼ		
mkʰ	u	s	i	p̚	NCVCVC	ᄆㅋㅜᄉㅣᆸ		
mkʰ	u	s	i	t̚	NCVCVC	ᄆㅋㅜᄉㅣᆮ		
mkʰ	u	s	i	k̚	NCVCVC	ᄆㅋㅜᄉㅣᆨ		
mkʰ	u	m	i	n	NCVCVC	ᄆㅋㅜᄆㅣᆫ		
mkʰ	u	m	i	ŋ	NCVCVC	ᄆㅋㅜᄆㅣᆼ		
mkʰ	u	m	i	p̚	NCVCVC	ᄆㅋㅜᄆㅣᆸ		
mkʰ	u	m	i	t̚	NCVCVC	ᄆㅋㅜᄆㅣᆮ		
mkʰ	u	m	i	k̚	NCVCVC	ᄆㅋㅜᄆㅣᆨ		
mkʰ	u	n	i	m	NCVCVC	ᄆㅋㅜᄂㅣᆷ		
mkʰ	u	n	i	ŋ	NCVCVC	ᄆㅋㅜᄂㅣᆼ		
mkʰ	u	n	i	p̚	NCVCVC	ᄆㅋㅜᄂㅣᆸ		
mkʰ	u	n	i	t̚	NCVCVC	ᄆㅋㅜᄂㅣᆮ		
mkʰ	u	n	i	k̚	NCVCVC	ᄆㅋㅜᄂㅣᆨ		
mkʰ	u	p	a	m	NCVCVC	ᄆㅋㅜㅂㅏᆷ		
mkʰ	u	p	a	n	NCVCVC	ᄆㅋㅜㅂㅏᆫ		
mkʰ	u	p	a	ŋ	NCVCVC	ᄆㅋㅜㅂㅏᆼ		
mkʰ	u	p	a	t̚	NCVCVC	ᄆㅋㅜㅂㅏᆮ		
mkʰ	u	p	a	k̚	NCVCVC	ᄆㅋㅜㅂㅏᆨ		
mkʰ	u	t	a	m	NCVCVC	ᄆㅋㅜㄷㅏᆷ		
mkʰ	u	t	a	n	NCVCVC	ᄆㅋㅜㄷㅏᆫ		
mkʰ	u	t	a	ŋ	NCVCVC	ᄆㅋㅜㄷㅏᆼ		
mkʰ	u	t	a	p̚	NCVCVC	ᄆㅋㅜㄷㅏᆸ		
mkʰ	u	t	a	k̚	NCVCVC	ᄆㅋㅜㄷㅏᆨ		
mkʰ	u	c	a	m	NCVCVC	ᄆㅋㅜㅈㅏᆷ		
mkʰ	u	c	a	n	NCVCVC	ᄆㅋㅜㅈㅏᆫ		
mkʰ	u	c	a	ŋ	NCVCVC	ᄆㅋㅜㅈㅏᆼ		
mkʰ	u	c	a	p̚	NCVCVC	ᄆㅋㅜㅈㅏᆸ		
mkʰ	u	c	a	t̚	NCVCVC	ᄆㅋㅜㅈㅏᆮ		
mkʰ	u	c	a	k̚	NCVCVC	ᄆㅋㅜㅈㅏᆨ		
mkʰ	u	k	a	m	NCVCVC	ᄆㅋㅜㄱㅏᆷ		
mkʰ	u	k	a	n	NCVCVC	ᄆㅋㅜㄱㅏᆫ		
mkʰ	u	k	a	ŋ	NCVCVC	ᄆㅋㅜㄱㅏᆼ		
mkʰ	u	k	a	p̚	NCVCVC	ᄆㅋㅜㄱㅏᆸ		
mkʰ	u	k	a	t̚	NCVCVC	ᄆㅋㅜㄱㅏᆮ		
mkʰ	u	pʰ	a	m	NCVCVC	ᄆㅋㅜㅍㅏᆷ		
mkʰ	u	pʰ	a	n	NCVCVC	ᄆㅋㅜㅍㅏᆫ		
mkʰ	u	pʰ	a	ŋ	NCVCVC	ᄆㅋㅜㅍㅏᆼ		
mkʰ	u	pʰ	a	t̚	NCVCVC	ᄆㅋㅜㅍㅏᆮ		
mkʰ	u	pʰ	a	k̚	NCVCVC	ᄆㅋㅜㅍㅏᆨ		
mkʰ	u	tʰ	a	m	NCVCVC	ᄆㅋㅜㅌㅏᆷ		
mkʰ	u	tʰ	a	n	NCVCVC	ᄆㅋㅜㅌㅏᆫ		
mkʰ	u	tʰ	a	ŋ	NCVCVC	ᄆㅋㅜㅌㅏᆼ		
mkʰ	u	tʰ	a	p̚	NCVCVC	ᄆㅋㅜㅌㅏᆸ		
mkʰ	u	tʰ	a	k̚	NCVCVC	ᄆㅋㅜㅌㅏᆨ		
mkʰ	u	cʰ	a	m	NCVCVC	ᄆㅋㅜㅊㅏᆷ		
mkʰ	u	cʰ	a	n	NCVCVC	ᄆㅋㅜㅊㅏᆫ		
mkʰ	u	cʰ	a	ŋ	NCVCVC	ᄆㅋㅜㅊㅏᆼ		
mkʰ	u	cʰ	a	p̚	NCVCVC	ᄆㅋㅜㅊㅏᆸ		
mkʰ	u	cʰ	a	t̚	NCVCVC	ᄆㅋㅜㅊㅏᆮ		
mkʰ	u	cʰ	a	k̚	NCVCVC	ᄆㅋㅜㅊㅏᆨ		
mkʰ	u	s	a	m	NCVCVC	ᄆㅋㅜᄉㅏᆷ		
mkʰ	u	s	a	n	NCVCVC	ᄆㅋㅜᄉㅏᆫ		
mkʰ	u	s	a	ŋ	NCVCVC	ᄆㅋㅜᄉㅏᆼ		
mkʰ	u	s	a	p̚	NCVCVC	ᄆㅋㅜᄉㅏᆸ		
mkʰ	u	s	a	t̚	NCVCVC	ᄆㅋㅜᄉㅏᆮ		
mkʰ	u	s	a	k̚	NCVCVC	ᄆㅋㅜᄉㅏᆨ		
mkʰ	u	m	a	n	NCVCVC	ᄆㅋㅜᄆㅏᆫ		
mkʰ	u	m	a	ŋ	NCVCVC	ᄆㅋㅜᄆㅏᆼ		
mkʰ	u	m	a	p̚	NCVCVC	ᄆㅋㅜᄆㅏᆸ		
mkʰ	u	m	a	t̚	NCVCVC	ᄆㅋㅜᄆㅏᆮ		
mkʰ	u	m	a	k̚	NCVCVC	ᄆㅋㅜᄆㅏᆨ		
mkʰ	u	n	a	m	NCVCVC	ᄆㅋㅜᄂㅏᆷ		
mkʰ	u	n	a	ŋ	NCVCVC	ᄆㅋㅜᄂㅏᆼ		
mkʰ	u	n	a	p̚	NCVCVC	ᄆㅋㅜᄂㅏᆸ		
mkʰ	u	n	a	t̚	NCVCVC	ᄆㅋㅜᄂㅏᆮ		
mkʰ	u	n	a	k̚	NCVCVC	ᄆㅋㅜᄂㅏᆨ		
mkʰ	u	p	o	m	NCVCVC	ᄆㅋㅜㅂㅗᆷ		
mkʰ	u	p	o	n	NCVCVC	ᄆㅋㅜㅂㅗᆫ		
mkʰ	u	p	o	ŋ	NCVCVC	ᄆㅋㅜㅂㅗᆼ		
mkʰ	u	p	o	t̚	NCVCVC	ᄆㅋㅜㅂㅗᆮ		
mkʰ	u	p	o	k̚	NCVCVC	ᄆㅋㅜㅂㅗᆨ		
mkʰ	u	t	o	m	NCVCVC	ᄆㅋㅜㄷㅗᆷ		
mkʰ	u	t	o	n	NCVCVC	ᄆㅋㅜㄷㅗᆫ		
mkʰ	u	t	o	ŋ	NCVCVC	ᄆㅋㅜㄷㅗᆼ		
mkʰ	u	t	o	p̚	NCVCVC	ᄆㅋㅜㄷㅗᆸ		
mkʰ	u	t	o	k̚	NCVCVC	ᄆㅋㅜㄷㅗᆨ		
mkʰ	u	c	o	m	NCVCVC	ᄆㅋㅜㅈㅗᆷ		
mkʰ	u	c	o	n	NCVCVC	ᄆㅋㅜㅈㅗᆫ		
mkʰ	u	c	o	ŋ	NCVCVC	ᄆㅋㅜㅈㅗᆼ		
mkʰ	u	c	o	p̚	NCVCVC	ᄆㅋㅜㅈㅗᆸ		
mkʰ	u	c	o	t̚	NCVCVC	ᄆㅋㅜㅈㅗᆮ		
mkʰ	u	c	o	k̚	NCVCVC	ᄆㅋㅜㅈㅗᆨ		
mkʰ	u	k	o	m	NCVCVC	ᄆㅋㅜㄱㅗᆷ		
mkʰ	u	k	o	n	NCVCVC	ᄆㅋㅜㄱㅗᆫ		
mkʰ	u	k	o	ŋ	NCVCVC	ᄆㅋㅜㄱㅗᆼ		
mkʰ	u	k	o	p̚	NCVCVC	ᄆㅋㅜㄱㅗᆸ		
mkʰ	u	k	o	t̚	NCVCVC	ᄆㅋㅜㄱㅗᆮ		
mkʰ	u	pʰ	o	m	NCVCVC	ᄆㅋㅜㅍㅗᆷ		
mkʰ	u	pʰ	o	n	NCVCVC	ᄆㅋㅜㅍㅗᆫ		
mkʰ	u	pʰ	o	ŋ	NCVCVC	ᄆㅋㅜㅍㅗᆼ		
mkʰ	u	pʰ	o	t̚	NCVCVC	ᄆㅋㅜㅍㅗᆮ		
mkʰ	u	pʰ	o	k̚	NCVCVC	ᄆㅋㅜㅍㅗᆨ		
mkʰ	u	tʰ	o	m	NCVCVC	ᄆㅋㅜㅌㅗᆷ		
mkʰ	u	tʰ	o	n	NCVCVC	ᄆㅋㅜㅌㅗᆫ		
mkʰ	u	tʰ	o	ŋ	NCVCVC	ᄆㅋㅜㅌㅗᆼ		
mkʰ	u	tʰ	o	p̚	NCVCVC	ᄆㅋㅜㅌㅗᆸ		
mkʰ	u	tʰ	o	k̚	NCVCVC	ᄆㅋㅜㅌㅗᆨ		
mkʰ	u	cʰ	o	m	NCVCVC	ᄆㅋㅜㅊㅗᆷ		
mkʰ	u	cʰ	o	n	NCVCVC	ᄆㅋㅜㅊㅗᆫ		
mkʰ	u	cʰ	o	ŋ	NCVCVC	ᄆㅋㅜㅊㅗᆼ		
mkʰ	u	cʰ	o	p̚	NCVCVC	ᄆㅋㅜㅊㅗᆸ		
mkʰ	u	cʰ	o	t̚	NCVCVC	ᄆㅋㅜㅊㅗᆮ		
mkʰ	u	cʰ	o	k̚	NCVCVC	ᄆㅋㅜㅊㅗᆨ		
mkʰ	u	s	o	m	NCVCVC	ᄆㅋㅜᄉㅗᆷ		
mkʰ	u	s	o	n	NCVCVC	ᄆㅋㅜᄉㅗᆫ		
mkʰ	u	s	o	ŋ	NCVCVC	ᄆㅋㅜᄉㅗᆼ		
mkʰ	u	s	o	p̚	NCVCVC	ᄆㅋㅜᄉㅗᆸ		
mkʰ	u	s	o	t̚	NCVCVC	ᄆㅋㅜᄉㅗᆮ		
mkʰ	u	s	o	k̚	NCVCVC	ᄆㅋㅜᄉㅗᆨ		
mkʰ	u	m	o	n	NCVCVC	ᄆㅋㅜᄆㅗᆫ		
mkʰ	u	m	o	ŋ	NCVCVC	ᄆㅋㅜᄆㅗᆼ		
mkʰ	u	m	o	p̚	NCVCVC	ᄆㅋㅜᄆㅗᆸ		
mkʰ	u	m	o	t̚	NCVCVC	ᄆㅋㅜᄆㅗᆮ		
mkʰ	u	m	o	k̚	NCVCVC	ᄆㅋㅜᄆㅗᆨ		
mkʰ	u	n	o	m	NCVCVC	ᄆㅋㅜᄂㅗᆷ		
mkʰ	u	n	o	ŋ	NCVCVC	ᄆㅋㅜᄂㅗᆼ		
mkʰ	u	n	o	p̚	NCVCVC	ᄆㅋㅜᄂㅗᆸ		
mkʰ	u	n	o	t̚	NCVCVC	ᄆㅋㅜᄂㅗᆮ		
mkʰ	u	n	o	k̚	NCVCVC	ᄆㅋㅜᄂㅗᆨ		
nkʰ	i	p	a	m	NCVCVC	ᄂㅋㅣㅂㅏᆷ		
nkʰ	i	p	a	n	NCVCVC	ᄂㅋㅣㅂㅏᆫ		
nkʰ	i	p	a	ŋ	NCVCVC	ᄂㅋㅣㅂㅏᆼ		
nkʰ	i	p	a	t̚	NCVCVC	ᄂㅋㅣㅂㅏᆮ		
nkʰ	i	p	a	k̚	NCVCVC	ᄂㅋㅣㅂㅏᆨ		
nkʰ	i	t	a	m	NCVCVC	ᄂㅋㅣㄷㅏᆷ		
nkʰ	i	t	a	n	NCVCVC	ᄂㅋㅣㄷㅏᆫ		
nkʰ	i	t	a	ŋ	NCVCVC	ᄂㅋㅣㄷㅏᆼ		
nkʰ	i	t	a	p̚	NCVCVC	ᄂㅋㅣㄷㅏᆸ		
nkʰ	i	t	a	k̚	NCVCVC	ᄂㅋㅣㄷㅏᆨ		
nkʰ	i	c	a	m	NCVCVC	ᄂㅋㅣㅈㅏᆷ		
nkʰ	i	c	a	n	NCVCVC	ᄂㅋㅣㅈㅏᆫ		
nkʰ	i	c	a	ŋ	NCVCVC	ᄂㅋㅣㅈㅏᆼ		
nkʰ	i	c	a	p̚	NCVCVC	ᄂㅋㅣㅈㅏᆸ		
nkʰ	i	c	a	t̚	NCVCVC	ᄂㅋㅣㅈㅏᆮ		
nkʰ	i	c	a	k̚	NCVCVC	ᄂㅋㅣㅈㅏᆨ		
nkʰ	i	k	a	m	NCVCVC	ᄂㅋㅣㄱㅏᆷ		
nkʰ	i	k	a	n	NCVCVC	ᄂㅋㅣㄱㅏᆫ		
nkʰ	i	k	a	ŋ	NCVCVC	ᄂㅋㅣㄱㅏᆼ		
nkʰ	i	k	a	p̚	NCVCVC	ᄂㅋㅣㄱㅏᆸ		
nkʰ	i	k	a	t̚	NCVCVC	ᄂㅋㅣㄱㅏᆮ		
nkʰ	i	pʰ	a	m	NCVCVC	ᄂㅋㅣㅍㅏᆷ		
nkʰ	i	pʰ	a	n	NCVCVC	ᄂㅋㅣㅍㅏᆫ		
nkʰ	i	pʰ	a	ŋ	NCVCVC	ᄂㅋㅣㅍㅏᆼ		
nkʰ	i	pʰ	a	t̚	NCVCVC	ᄂㅋㅣㅍㅏᆮ		
nkʰ	i	pʰ	a	k̚	NCVCVC	ᄂㅋㅣㅍㅏᆨ		
nkʰ	i	tʰ	a	m	NCVCVC	ᄂㅋㅣㅌㅏᆷ		
nkʰ	i	tʰ	a	n	NCVCVC	ᄂㅋㅣㅌㅏᆫ		
nkʰ	i	tʰ	a	ŋ	NCVCVC	ᄂㅋㅣㅌㅏᆼ		
nkʰ	i	tʰ	a	p̚	NCVCVC	ᄂㅋㅣㅌㅏᆸ		
nkʰ	i	tʰ	a	k̚	NCVCVC	ᄂㅋㅣㅌㅏᆨ		
nkʰ	i	cʰ	a	m	NCVCVC	ᄂㅋㅣㅊㅏᆷ		
nkʰ	i	cʰ	a	n	NCVCVC	ᄂㅋㅣㅊㅏᆫ		
nkʰ	i	cʰ	a	ŋ	NCVCVC	ᄂㅋㅣㅊㅏᆼ		
nkʰ	i	cʰ	a	p̚	NCVCVC	ᄂㅋㅣㅊㅏᆸ		
nkʰ	i	cʰ	a	t̚	NCVCVC	ᄂㅋㅣㅊㅏᆮ		
nkʰ	i	cʰ	a	k̚	NCVCVC	ᄂㅋㅣㅊㅏᆨ		
nkʰ	i	s	a	m	NCVCVC	ᄂㅋㅣᄉㅏᆷ		
nkʰ	i	s	a	n	NCVCVC	ᄂㅋㅣᄉㅏᆫ		
nkʰ	i	s	a	ŋ	NCVCVC	ᄂㅋㅣᄉㅏᆼ		
nkʰ	i	s	a	p̚	NCVCVC	ᄂㅋㅣᄉㅏᆸ		
nkʰ	i	s	a	t̚	NCVCVC	ᄂㅋㅣᄉㅏᆮ		
nkʰ	i	s	a	k̚	NCVCVC	ᄂㅋㅣᄉㅏᆨ		
nkʰ	i	m	a	n	NCVCVC	ᄂㅋㅣᄆㅏᆫ		
nkʰ	i	m	a	ŋ	NCVCVC	ᄂㅋㅣᄆㅏᆼ		
nkʰ	i	m	a	p̚	NCVCVC	ᄂㅋㅣᄆㅏᆸ		
nkʰ	i	m	a	t̚	NCVCVC	ᄂㅋㅣᄆㅏᆮ		
nkʰ	i	m	a	k̚	NCVCVC	ᄂㅋㅣᄆㅏᆨ		
nkʰ	i	n	a	m	NCVCVC	ᄂㅋㅣᄂㅏᆷ		
nkʰ	i	n	a	ŋ	NCVCVC	ᄂㅋㅣᄂㅏᆼ		
nkʰ	i	n	a	p̚	NCVCVC	ᄂㅋㅣᄂㅏᆸ		
nkʰ	i	n	a	t̚	NCVCVC	ᄂㅋㅣᄂㅏᆮ		
nkʰ	i	n	a	k̚	NCVCVC	ᄂㅋㅣᄂㅏᆨ		
nkʰ	i	p	o	m	NCVCVC	ᄂㅋㅣㅂㅗᆷ		
nkʰ	i	p	o	n	NCVCVC	ᄂㅋㅣㅂㅗᆫ		
nkʰ	i	p	o	ŋ	NCVCVC	ᄂㅋㅣㅂㅗᆼ		
nkʰ	i	p	o	t̚	NCVCVC	ᄂㅋㅣㅂㅗᆮ		
nkʰ	i	p	o	k̚	NCVCVC	ᄂㅋㅣㅂㅗᆨ		
nkʰ	i	t	o	m	NCVCVC	ᄂㅋㅣㄷㅗᆷ		
nkʰ	i	t	o	n	NCVCVC	ᄂㅋㅣㄷㅗᆫ		
nkʰ	i	t	o	ŋ	NCVCVC	ᄂㅋㅣㄷㅗᆼ		
nkʰ	i	t	o	p̚	NCVCVC	ᄂㅋㅣㄷㅗᆸ		
nkʰ	i	t	o	k̚	NCVCVC	ᄂㅋㅣㄷㅗᆨ		
nkʰ	i	c	o	m	NCVCVC	ᄂㅋㅣㅈㅗᆷ		
nkʰ	i	c	o	n	NCVCVC	ᄂㅋㅣㅈㅗᆫ		
nkʰ	i	c	o	ŋ	NCVCVC	ᄂㅋㅣㅈㅗᆼ		
nkʰ	i	c	o	p̚	NCVCVC	ᄂㅋㅣㅈㅗᆸ		
nkʰ	i	c	o	t̚	NCVCVC	ᄂㅋㅣㅈㅗᆮ		
nkʰ	i	c	o	k̚	NCVCVC	ᄂㅋㅣㅈㅗᆨ		
nkʰ	i	k	o	m	NCVCVC	ᄂㅋㅣㄱㅗᆷ		
nkʰ	i	k	o	n	NCVCVC	ᄂㅋㅣㄱㅗᆫ		
nkʰ	i	k	o	ŋ	NCVCVC	ᄂㅋㅣㄱㅗᆼ		
nkʰ	i	k	o	p̚	NCVCVC	ᄂㅋㅣㄱㅗᆸ		
nkʰ	i	k	o	t̚	NCVCVC	ᄂㅋㅣㄱㅗᆮ		
nkʰ	i	pʰ	o	m	NCVCVC	ᄂㅋㅣㅍㅗᆷ		
nkʰ	i	pʰ	o	n	NCVCVC	ᄂㅋㅣㅍㅗᆫ		
nkʰ	i	pʰ	o	ŋ	NCVCVC	ᄂㅋㅣㅍㅗᆼ		
nkʰ	i	pʰ	o	t̚	NCVCVC	ᄂㅋㅣㅍㅗᆮ		
nkʰ	i	pʰ	o	k̚	NCVCVC	ᄂㅋㅣㅍㅗᆨ		
nkʰ	i	tʰ	o	m	NCVCVC	ᄂㅋㅣㅌㅗᆷ		
nkʰ	i	tʰ	o	n	NCVCVC	ᄂㅋㅣㅌㅗᆫ		
nkʰ	i	tʰ	o	ŋ	NCVCVC	ᄂㅋㅣㅌㅗᆼ		
nkʰ	i	tʰ	o	p̚	NCVCVC	ᄂㅋㅣㅌㅗᆸ		
nkʰ	i	tʰ	o	k̚	NCVCVC	ᄂㅋㅣㅌㅗᆨ		
nkʰ	i	cʰ	o	m	NCVCVC	ᄂㅋㅣㅊㅗᆷ		
nkʰ	i	cʰ	o	n	NCVCVC	ᄂㅋㅣㅊㅗᆫ		
nkʰ	i	cʰ	o	ŋ	NCVCVC	ᄂㅋㅣㅊㅗᆼ		
nkʰ	i	cʰ	o	p̚	NCVCVC	ᄂㅋㅣㅊㅗᆸ		
